Sentences,Virtual,Video,Escorted,Self-Guided
"Sounds good Stephanie. My father wants to see the building in person, perhaps Today at 8:10 a.m.? Thanks in advance, Zachary.",0,0,1,1
". I would like to see it from my computer, possibly Tomorrow at 10:40 a.m.? Thanks, Jorge.",1,1,0,0
Cool Kathryn. I want a 3D tour  Today at 2:10 p.m.. Goodbye.,1,1,0,0
"Sounds good. My brother wants to see the building in person, what about Tomorrow at 5:10 p.m.? See you soon.",0,0,1,1
"Hello. Today at 9:30 a.m. I'm on vacation, so I can't visit the rental unit. , Audrey.",1,1,0,0
"Good morning Linda. I need a video tour, maybe Tomorrow at 1:40 p.m.? , Ronald.",1,1,0,0
"Perfect Scott. My husband wants to be accompanied on the tour, maybe On February 6th? See you soon, Ryan.",0,0,1,0
" Marcus. On September 5th I'm out of the Country, so I can't visit the flat. I hope this works, Brandi.",1,1,0,0
"Cool Thomas. Can I get an appointment for tomorrow at 8:00 a.m.? , Holly.",0,0,0,1
"Good morning Pamela. Can my mother see the flat in person today at 4:30 p.m.? Thanks in advance, Jacqueline.",0,0,1,1
"Good afternoon Connie. I want an appointment, maybe Today at 9:20 a.m.? , Ricky.",0,0,1,1
"Sounds good Jessica. I need someone with me on my tour, possibly Today at 5:20 p.m.? I hope to hear back soon, William.",0,0,1,0
"Wonderful. Today at 2:30 p.m. I want to see it on my own. Let me know, Nicole.",1,1,0,1
"Great Amanda. I need to have a look at the place, perhaps Tomorrow at 2:20 p.m.? Let me know, Shane.",1,1,1,1
" I desire a Zoom tour, maybe Tomorrow at 4:10 p.m.? I hope this works, Steven.",1,0,0,0
"Sounds good Zachary. I wish to have a look at the community  On April 4th. Thanks, Beth.",1,1,1,1
"Hello Matthew. Can I see it from my computer today? Let me know, Nicole.",1,1,0,0
"Cool. Today I don't want a leasing agent for my tour. I hope to hear back soon, Jerry.",0,1,0,1
"Wonderful. Can I see the unit on video on November 2nd? I hope this works, Sierra.",1,1,0,0
"To whom it may concern, I need someone with me on my tour, perhaps Tomorrow? Thanks, William.",0,0,1,0
"Sounds good Ryan. I wish someone with me on my tour, perhaps Tomorrow at 1:10 p.m.? I hope to hear back soon, Sarah.",0,0,1,0
"Good afternoon. My father wants to be accompanied on the tour, perhaps Today at 10:00 a.m.? See you soon.",0,0,1,0
"Hi Timothy. I wish a tour without a leasing agent  Tomorrow at 8:10 a.m.. I hope to hear back soon, Kimberly.",0,0,0,1
"Sounds good Laurie. I would like to see it from my computer, maybe On August 8th? , James.",1,1,0,0
"Wonderful Cody. Could I schedule an online tour for tomorrow at 8:10 a.m.? , Adrian.",1,1,0,0
"Cool. I want to be able to talk to a leasing agent on my tour, possibly On September 20th? , Derrick.",0,0,1,0
"Cool Anthony. I need a tour with a leasing agent  Tomorrow at 10:40 a.m.. I hope to hear back soon, Jose.",0,0,1,0
"Perfect Sandra. I wish an appointment, what about On May 11th? Thank you.",0,0,1,1
" Russell. I need to schedule a call, perhaps On May 14th? Let me know, James.",1,0,0,0
"Perfect. I wish a Zoom tour, perhaps Today at 8:00 a.m.? Thank you.",1,0,0,0
" Could I see the flat in person on February 23rd? Thanks in advance, Riley.",0,0,1,1
"Wonderful. I wish a self guided tour, perhaps Tomorrow at 8:40 a.m.? Let me know, Cheyenne.",0,0,0,1
"Hey Kaylee. I wish a self guided tour, perhaps Tomorrow at 3:30 p.m.? .",0,0,0,1
" I desire an appointment, maybe Today at 2:40 p.m.? Thanks, Mary.",0,0,1,1
"Hello Cynthia. I would like to see the place on video, what about On October 21st? I hope this works, Erica.",1,1,0,0
"Hi James. Could I see the place on video tomorrow at 1:40 p.m.? Let me know, Yolanda.",1,1,0,0
"Hi. My mother wants to be accompanied on the tour  On June 4th. Thanks in advance, Katherine.",0,0,1,0
" Ann. My client wants to actually see the unit Today. , Andrea.",0,0,1,1
"To whom it may concern, I would like to see the rental unit on my own, perhaps On February 24th? Thanks in advance, Karen.",0,1,0,1
"Alright. I want a 3D tour, maybe Tomorrow? Goodbye, Michael.",1,1,0,0
"Perfect Tyler. I desire to be able to talk to a leasing agent on my tour, maybe Tomorrow at 10:40 a.m.? Thanks in advance, Matthew.",0,0,1,0
"Cool Todd. My partner wants to be on sight, perhaps On June 8th? See you soon, David.",0,0,1,1
"Cool Michael. On December 23rd I don't want a leasing agent for my tour. , James.",0,1,0,1
"Good afternoon Austin. I desire a virtual tour, what about On March 11th? .",1,1,0,0
"Hey Maxwell. I would like to see it in person, what about Today at 9:30 a.m.? Let me know.",0,0,1,1
"Good morning Elizabeth. I desire a Zoom tour, possibly Tomorrow? Thanks in advance, Tony.",1,0,0,0
"Cool. My brother wants to be on sight, perhaps Tomorrow at 10:20 a.m.? I hope to hear back soon, Jacqueline.",0,0,1,1
Hi Joseph. I would like to see it from my computer  Today at 5:20 p.m.. See you soon.,1,1,0,0
"Good evening. My client wants to see the unit in person  On December 17th. , Perry.",0,0,1,1
"Sounds good Amanda. My mother wants to be on sight, what about Today at 2:20 p.m.? I hope to hear back soon, Brad.",0,0,1,1
" Donald. Could I have a look at the flat today at 10:00a.m.? , Scott.",1,1,1,1
Good morning Felicia. Can my client schedule a virtual tour on February 21st? Thanks.,1,0,0,0
Perfect Michelle. I wish a tour without a leasing agent  Tomorrow at 10:20 a.m.. Goodbye.,0,0,0,1
"To whom it may concern, I want a self guided tour, possibly On May 16th? See you soon, Bryan.",0,0,0,1
Alright Stacy. My husband wants to see the flat in person Tomorrow at 5:30 p.m.. Goodbye.,0,0,1,1
Perfect Laura. Could I schedule a Zoom tour for tomorrow? Thanks.,1,0,0,0
"Perfect. I desire a video tour, possibly Tomorrow at 10:30 a.m.? I hope to hear back soon, Kristy.",1,1,0,0
" Aaron. I desire to see it from my computer, maybe Today at 5:40 p.m.? Goodbye, Justin.",1,1,0,0
"Hello Robert. I desire to see it in person  Tomorrow. See you soon, Karen.",0,0,1,1
Alright Vincent. Could I be accompanied on my tour today at 10:00 a.m.? I hope this works.,0,0,1,0
" I desire to see it on my own, possibly Today at 3:30 p.m.? Goodbye, Edgar.",1,1,0,1
" I desire to see it on my own, what about Today? I hope to hear back soon, Courtney.",1,1,0,1
"Great. I wish someone with me on my tour, maybe Tomorrow? Goodbye, Katrina.",0,0,1,0
"Hello. I desire to see the place in person, maybe On October 23rd? Thank you, John.",0,0,1,1
"Hey Harold. I would like to see the flat on my own, maybe Tomorrow at 10:20 a.m.? I hope to hear back soon, Elizabeth.",0,1,0,1
"Hello. I wish to be able to talk to a leasing agent on my tour, perhaps Tomorrow at 2:30 p.m.? Thanks in advance.",0,0,1,0
"Sounds good John. My mother wants to have a virtual tour, what about Today at 9:20 a.m.? I hope to hear back soon.",1,0,0,0
" Can my husband be on sight on September 28th? Thanks, Lindsey.",0,0,1,1
Cool. I need someone with me on my tour  On June 18th. I hope to hear back soon.,0,0,1,0
" I need a video tour, what about Today at 2:20 p.m.? , Paul.",1,1,0,0
"Good evening. I need to see it on my own, possibly On January 21st? Thanks in advance, Angela.",1,1,0,1
"Good evening Sarah. Could I see the place tomorrow at 5:10 p.m.? Thank you, David.",1,1,1,1
"Good afternoon. I need an appointment, what about Tomorrow at 8:30 a.m.? Goodbye, Mary.",0,0,1,1
" Today at 5:30 p.m. I can't be there in person. Let me know, Kevin.",1,1,0,0
"Great Gina. I wish to see it in person, what about Tomorrow at 4:40 p.m.? I hope to hear back soon, Patrick.",0,0,1,1
"Hi David. I desire to see the unit on my own, possibly Today? I hope to hear back soon.",0,1,0,1
"Great Annette. My brother wants to be accompanied on the tour, possibly Today at 9:00 a.m.? , Evan.",0,0,1,0
"Hi Daniel. I need to be able to talk to a leasing agent on my tour, what about Tomorrow at 2:20 p.m.? , Kimberly.",0,0,1,0
"Hi James. Can my sister be on sight at 1:30 p.m.? Thanks, John.",0,0,1,1
"Wonderful Kathy. I desire to be accompanied on my tour, perhaps On May 14th? I hope to hear back soon, Jennifer.",0,0,1,0
"To whom it may concern, I want a virtual tour, perhaps Today at 1:10 p.m.? Let me know, Susan.",1,1,0,0
"Great Wendy. Can my brother see the community tomorrow at 1:00 p.m.? , Nicole.",0,0,1,1
Wonderful. Can I get an online tour for tomorrow at 9:10 a.m.? Thanks in advance.,1,1,0,0
"Good afternoon Emily. I want a virtual tour, what about On April 18th? I hope this works.",1,1,0,0
" Wesley. I want a Zoom tour, possibly On September 6th? See you soon, Erika.",1,0,0,0
Great Chase. Can I schedule someone with me on my tour on January 6th? See you soon.,0,0,1,0
"Great. I would like to see the community in person, what about On December 24th? Thank you, Erika.",0,0,1,1
"Hi Meagan. I wish to have a look at the flat, perhaps Tomorrow? Let me know, Kelly.",1,1,1,1
" Tomorrow at 8:10 a.m. I can't be there in person. See you soon, Kara.",1,1,0,0
"Good morning Tina. I want an appointment, possibly Today at 1:20 p.m.? Let me know, Tina.",0,0,1,1
" I want to be able to talk to a leasing agent on my tour, maybe Today? Thanks in advance, David.",0,0,1,0
"Good morning Jeanette. Today at 10:10 a.m. I wish to see it, but can't come in person. Thanks in advance, Daniel.",1,1,0,0
Cool Mary. Could I schedule an online tour on November 1st? I hope this works.,1,1,0,0
 Can I get an online tour for tomorrow? I hope to hear back soon.,1,1,0,0
"Great Stephanie. My brother wants to be on sight Tomorrow at 2:20 p.m.. Thanks in advance, Diana.",0,0,1,1
"Cool James. My partner wants to be on sight Today. I hope to hear back soon, James.",0,0,1,1
Hello Suzanne. Tomorrow at 9:00 a.m. I desire to see it on my own. I hope to hear back soon.,1,1,0,1
"Hey. I want a self guided tour  Tomorrow at 8:40 a.m.. , Laurie.",0,0,0,1
"Good evening. I would like a tour with a leasing agent, possibly Today at 5:00 p.m.? See you soon, Larry.",0,0,1,0
"Great Andrew. I need a tour with a leasing agent, maybe On October 8th? Thanks, Frederick.",0,0,1,0
"Hey. I desire to have a look at the unit  Today. Let me know, Anthony.",1,1,1,1
"Perfect Jacob. I desire to see it in person, possibly Today? I hope to hear back soon, Charles.",0,0,1,1
"Good afternoon Tracy. I need an appointment, perhaps Today at 1:00 p.m.? Thanks in advance.",0,0,1,1
"Sounds good Adam. My brother wants to actually see the community, possibly Tomorrow? Goodbye, Wendy.",0,0,1,1
"Good evening Theresa. My mother wants to be accompanied on the tour, possibly Tomorrow? See you soon, Shelly.",0,0,1,0
"Cool Jennifer. I wish a Zoom tour, perhaps On July 29th? I hope to hear back soon.",1,0,0,0
"Hello Debra. I need to have a look at the apartment, possibly Today? Goodbye.",1,1,1,1
" I need an online tour, maybe On March 21st? Thanks, Timothy.",1,1,0,0
"Good afternoon. My wife wants to be accompanied on the tour  Tomorrow at 1:30 p.m.. Thanks, Stephen.",0,0,1,0
"Good afternoon Makayla. I desire a tour without a leasing agent, what about On December 20th? Thanks in advance, Barry.",0,0,0,1
" Anne. Can my partner get a virtual tour for today at 10:20a.m.? I hope to hear back soon, Edward.",1,0,0,0
" I desire to be accompanied on my tour, what about On May 25th? Thanks in advance, Dana.",0,0,1,0
"Perfect. I need a 3D tour, what about On October 2nd? Thank you, Linda.",1,1,0,0
"Wonderful Miguel. I wish to see the unit on my own, what about On June 10th? Thank you.",0,1,0,1
"Hello. My sister wants to be accompanied on the tour, maybe Tomorrow at 5:10 p.m.? Thanks in advance.",0,0,1,0
"Hello Stacy. Can I get a self guided tour for tomorrow at 5:00 p.m.? Thanks, Allen.",0,0,0,1
"Great. On July 16th I can't be there in person. I hope this works, Brenda.",1,1,0,0
"Perfect Donald. Today at 4:30 p.m. I wish to see it on my own. Thanks, Jeffrey.",1,1,0,1
Alright. I desire a video tour  Tomorrow at 3:10 p.m.. See you soon.,1,1,0,0
"Alright Joshua. I need someone with me on my tour, possibly Today at 8:00 a.m.? Thanks, Nicole.",0,0,1,0
Good evening. I wish a Zoom tour  Today at 4:40 p.m.. I hope this works.,1,0,0,0
"Hi. I wish to have a look at the rental unit, what about On October 13th? I hope this works.",1,1,1,1
"Good afternoon. I desire a tour without a leasing agent, maybe On January 7th? See you soon, Victoria.",0,0,0,1
"Wonderful. I desire to see it on my own, what about Tomorrow at 2:10 p.m.? Thanks.",1,1,0,1
"Sounds good. Can my sister see the unit on April 29th? Thanks, Gavin.",0,0,1,1
"Good afternoon Karina. Tomorrow at 1:40 p.m. I would like to see it on my own. Thank you, Austin.",1,1,0,1
"Alright Kevin. My mother wants to be on sight  On July 29th. Thanks in advance, Maria.",0,0,1,1
". I wish to be accompanied on my tour, maybe Today at 5:30 p.m.? , Angela.",0,0,1,0
"To whom it may concern, Could I be accompanied on my tour for tomorrow? Thank you, Jessica.",0,0,1,0
" I would like to be able to talk to a leasing agent on my tour, maybe Tomorrow at 2:20 p.m.? See you soon.",0,0,1,0
 On March 14th I don't want a leasing agent for my tour. See you soon.,0,1,0,1
"Hey Lauren. Today at 3:20 p.m. I can't be there in person. , Emily.",1,1,0,0
" My wife wants to see the flat in person, possibly On June 24th? Thank you, Martin.",0,0,1,1
"Good afternoon Melissa. I desire an online tour, perhaps On February 17th? Thank you, Jonathan.",1,1,0,0
"Good morning. Today at 8:30 a.m. I can't be there in person. Goodbye, Jeremy.",1,1,0,0
"Cool Jennifer. I wish a Zoom tour  On August 10th. I hope this works, Jerry.",1,0,0,0
Sounds good. I would like to see it in person  Today at 5:20 p.m.. Thanks in advance.,0,0,1,1
"Great Elizabeth. I need to see the place on video, perhaps Tomorrow at 4:40 p.m.? Thanks, Debbie.",1,1,0,0
Cool Linda. Tomorrow I don't want a leasing agent for my tour. I hope this works.,0,1,0,1
"Perfect Kevin. I desire to see the place  On November 8th. Thank you, Katherine.",1,1,1,1
"Sounds good Richard. My sister wants to see the community in person, perhaps Today at 3:00 p.m.? I hope to hear back soon, Courtney.",0,0,1,1
Hey. I wish to see the place  Today at 5:30 p.m.. I hope this works.,1,1,1,1
" John. I need an appointment, maybe On June 24th? Thanks.",0,0,1,1
" On April 20th I can't be there in person. Goodbye, Michele.",1,1,0,0
"Cool. I need a virtual tour, possibly Today? Thanks in advance, Stephanie.",1,1,0,0
"Hi Abigail. Can I have a look at the unit tomorrow? I hope this works, Lisa.",1,1,1,1
"Cool. I desire to see it from my computer  On January 13th. Let me know, Angela.",1,1,0,0
"Perfect Mark. On June 8th I don't want a leasing agent for my tour. Goodbye, Travis.",0,1,0,1
"To whom it may concern, My father wants to have a virtual tour, maybe On June 1st? See you soon.",1,0,0,0
"Perfect Samantha. Can I schedule a 3D tour on November 22nd? , Dawn.",1,1,0,0
"Perfect. I want a 3D tour, maybe Today at 8:00 a.m.? I hope to hear back soon.",1,1,0,0
"Hello Jennifer. I would like a self guided tour, maybe On November 1st? I hope this works.",0,0,0,1
"Good afternoon Amy. Can I see the flat in person tomorrow at 4:40 p.m.? See you soon, Andre.",0,0,1,1
"Perfect Mary. My husband wants to be on sight, possibly On December 27th? I hope this works, James.",0,0,1,1
"Good evening. My wife wants to be accompanied on the tour, perhaps Tomorrow at 8:00 a.m.? See you soon, Debra.",0,0,1,0
" George. Tomorrow I need to see it, but can't come in person. , William.",1,1,0,0
"Wonderful Jessica. Tomorrow at 9:00 a.m. I'm traveling, so I can't visit the building. Let me know.",1,1,0,0
"Sounds good. Could I schedule an appointment with a leasing agent on August 9th? Thanks, Derek.",0,0,1,0
"Perfect Matthew. I wish a tour without a leasing agent, what about Tomorrow? See you soon, Michelle.",0,0,0,1
" I want to see it on my own, possibly Today at 2:10 p.m.? .",1,1,0,1
"Good evening. On February 5th I'm on vacation, so I can't visit the community. Thanks in advance, Angela.",1,1,0,0
"Perfect Jessica. Can I get a 3D tour for today at 10:20a.m.? Thanks, Stephanie.",1,1,0,0
"Hello Jeffrey. My brother wants to be on sight On January 17th. I hope this works, Anita.",0,0,1,1
" My partner wants to actually see the place, possibly On April 5th? See you soon, Mitchell.",0,0,1,1
Hey Michael. I want an appointment  Today at 8:20 a.m.. I hope this works.,0,0,1,1
"Alright Gabriela. I would like an online tour, possibly Tomorrow at 8:40 a.m.? I hope this works, Misty.",1,1,0,0
" I desire to see the building in person, perhaps Tomorrow at 9:00 a.m.? See you soon, Kimberly.",0,0,1,1
Wonderful. I need to have a look at the place  Today at 1:30 p.m.. See you soon.,1,1,1,1
"Perfect Bradley. I want someone with me on my tour, what about Tomorrow at 8:20 a.m.? Thanks in advance.",0,0,1,0
"Good morning Linda. I need to be accompanied on my tour, what about On April 14th? Let me know, Mary.",0,0,1,0
